date,cape,market
1900-02-28,18.70379741725144,US
1900-03-31,18.775793421238376,US
1900-04-30,18.93640203332273,US
1900-05-31,18.403197016950415,US
1900-06-30,17.99271158430398,US
1900-07-31,17.689545468952804,US
1900-08-31,18.069614666784194,US
1900-09-30,17.34187415122471,US
1900-10-31,18.102398784556055,US
1900-11-30,19.419584603760757,US
1900-12-31,20.74405116087085,US
1901-01-31,20.978581834536193,US
1901-02-28,21.679149848206194,US
1901-03-31,22.34758395068385,US
1901-04-30,24.409716994827217,US
1901-05-31,23.064012684863563,US
1901-06-30,25.238466205960346,US
1901-07-31,23.144848553708112,US
1901-08-31,23.07717771384438,US
1901-09-30,22.590468316860246,US
1901-10-31,22.252901618408934,US
1901-11-30,22.375074777652806,US
1901-12-31,21.68021514102968,US
1902-01-31,22.34029079603357,US
1902-02-28,22.459957452460408,US
1902-03-31,22.410652288217346,US
1902-04-30,22.823108698497855,US
1902-05-31,22.427954493329803,US
1902-06-30,21.963742295514628,US
1902-07-31,22.385686589401377,US
1902-08-31,23.168671834092873,US
1902-09-30,22.85656638195451,US
1902-10-31,20.604425401859817,US
1902-11-30,20.408541255072187,US
1902-12-31,19.63323212682385,US
1903-01-31,20.3181320538285,US
1903-02-28,20.107051517552808,US
1903-03-31,19.88456038487284,US
1903-04-30,18.980022601826267,US
1903-05-31,18.95485872303988,US
1903-06-30,17.81855172296852,US
1903-07-31,16.91817841476666,US
1903-08-31,16.2991187909035,US
1903-09-30,15.65435911519692,US
1903-10-31,15.252943825778841,US
1903-11-30,15.407877534297898,US
1903-12-31,16.042894140050144,US
1904-01-31,15.861833914033642,US
1904-02-29,15.02149838033144,US
1904-03-31,15.081930176258867,US
1904-04-30,15.565490611691484,US
1904-05-31,15.52582089625464,US
1904-06-30,15.474433638652657,US
1904-07-31,16.036401629624113,US
1904-08-31,16.304651978851034,US
1904-09-30,16.74260004916369,US
1904-10-31,17.633197370821403,US
1904-11-30,18.07620022377007,US
1904-12-31,18.159679118703203,US
1905-01-31,18.459852032455853,US
1905-02-28,19.168996375829835,US
1905-03-31,19.831506074218424,US
1905-04-30,19.48292752471129,US
1905-05-31,18.62948750984513,US
1905-06-30,18.735862386183538,US
1905-07-31,19.205883309548053,US
1905-08-31,19.573308430803724,US
1905-09-30,19.74349241969778,US
1905-10-31,19.897394814329534,US
1905-11-30,19.443525693264984,US
1905-12-31,19.577960809096112,US
1906-01-31,20.132402260807893,US
1906-02-28,19.866752563675888,US
1906-03-31,19.25945302085411,US
1906-04-30,18.87620499611588,US
1906-05-31,18.054044460926395,US
1906-06-30,18.172666376497496,US
1906-07-31,18.19520014351375,US
1906-08-31,18.967251477549294,US
1906-09-30,19.20099368200136,US
1906-10-31,18.095380908869096,US
